source,label,rules,sentence
20_zenâ,ligurian,template_boilerplate,O 20 zenâ o l'é o 20° giórno de l'ànno segondo o Lûnäio Gregorian.
20_zenâ,ligurian,template_boilerplate,Mancan 345 giórni a-a fin de l'ànno (346 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 20 zenâ
20_zûgno,ligurian,template_boilerplate,O 20 zûgno o l'é o 171° giórno de l'ànno (172° inti ànni bizestîli) segondo o Lûnäio Gregorian.
20_zûgno,ligurian,template_boilerplate,Màncan 194 giórni a-a fin de l'ànno.
20_zûgno,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 20 zûgno
20_òtôbre,ligurian,template_boilerplate,O 20 òtôbre o l'é o 293° giórno de l'ànno (294° inti ànni bizestîli) segondo o Lûnäio Gregorian.
20_òtôbre,ligurian,template_boilerplate,Màncan 72 giórni a-a fin de l'ànno.
20_òtôbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 20 òtôbre
21,ligurian,template_boilerplate,O 21 (XXI in nùmeri români) o l'é 'n ànno  do  I secolo.
21,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21
210,ligurian,template_boilerplate,O 210 (CCX in nùmeri români) o l'é 'n ànno  do  III secolo.
210,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 210
210_a.C.,ligurian,template_boilerplate,C. (CCX a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
210_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 210 a.
211,ligurian,template_boilerplate,O 211 (CCXI in nùmeri români) o l'é 'n ànno  do  III secolo.
211,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 211
211_a.C.,ligurian,template_boilerplate,C. (CCXI a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
211_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 211 a.
212,ligurian,template_boilerplate,O 212 (CCXII in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
212,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 212
212_a.C.,ligurian,template_boilerplate,C. (CCXII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
212_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 212 a.
213,ligurian,template_boilerplate,O 213 (CCXIII in nùmeri români) o l'é 'n ànno  do  III secolo.
213,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 213
213_a.C.,ligurian,template_boilerplate,C. (CCXIII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
213_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 213 a.
214,ligurian,template_boilerplate,O 214 (CCXIV in nùmeri români) o l'é 'n ànno  do  III secolo.
214,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 214
214_a.C.,ligurian,template_boilerplate,C. (CCXIV a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
214_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 214 a.
215,ligurian,template_boilerplate,O 215 (CCXV in nùmeri români) o l'é 'n ànno  do  III secolo.
215,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 215
215_a.C.,ligurian,template_boilerplate,C. (CCXV a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
215_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 215 a.
216,ligurian,template_boilerplate,O 216 (CCXVI in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
216,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 216
216_a.C.,ligurian,template_boilerplate,C. (CCXVI a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
216_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 216 a.
217,ligurian,template_boilerplate,O 217 (CCXVII in nùmeri români) o l'é 'n ànno  do  III secolo.
217,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 217
217_a.C.,ligurian,template_boilerplate,C. (CCXVII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
217_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 217 a.
218,ligurian,template_boilerplate,O 218 (CCXVIII in nùmeri români) o l'é 'n ànno  do  III secolo.
218,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 218
218_a.C.,ligurian,template_boilerplate,C. (CCXVIII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
218_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 218 a.
219,ligurian,template_boilerplate,O 219 (CCXIX in nùmeri români) o l'é 'n ànno  do  III secolo.
219,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 219
219_a.C.,ligurian,template_boilerplate,C. (CCXIX a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
219_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 219 a.
21_a.C.,ligurian,template_boilerplate,C. (XXI a. C. in nùmeri români) o l'é 'n ànno  do  I secolo a.
21_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 21 a.
21_agosto,ligurian,template_boilerplate,O 21 agosto o l'é o 233° giórno de l'ànno (234° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_agosto,ligurian,template_boilerplate,Màncan 132 giórni a-a fin de l'ànno.
21_agosto,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 agosto
21_arvî,ligurian,template_boilerplate,O 21 arvî o l'é o 111° giórno de l'ànno (112° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_arvî,ligurian,template_boilerplate,Màncan 254 giórni a-a fin de l'ànno.
21_arvî,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 arvî
21_dexénbre,ligurian,template_boilerplate,O 21 dexénbre o l'é o 355° giórno de l'ànno (356° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_dexénbre,ligurian,template_boilerplate,Màncan 10 giórni a-a fin de l'ànno.
21_dexénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 dexénbre
21_frevâ,ligurian,template_boilerplate,O 21 frevâ o l'é o 52° giórno de l'ànno segondo o Lûnäio Gregorian.
21_frevâ,ligurian,template_boilerplate,Mancan 313 giórni a-a fin de l'ànno (314 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 21 frevâ
21_lûggio,ligurian,template_boilerplate,O 21 lûggio o l'é o 202° giórno de l'ànno (203° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_lûggio,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 lûggio
21_marso,ligurian,template_boilerplate,O 21 marso o l'é o 80° giórno de l'ànno (81° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_marso,ligurian,template_boilerplate,Mancân 285 giórni a-a fin de l'ànno.
21_marso,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 marso
21_mazzo,ligurian,template_boilerplate,O 21 mazzo o l'é o 141° giórno de l'ànno (142° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_mazzo,ligurian,template_boilerplate,Màncan 224 giórni a-a fin de l'ànno.
21_mazzo,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 mazzo
21_novénbre,ligurian,template_boilerplate,O 21 novénbre o l'é o 325° giórno de l'ànno (326° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_novénbre,ligurian,template_boilerplate,Màncan 40 giórni a-a fin de l'ànno.
21_novénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 novénbre
21_seténbre,ligurian,template_boilerplate,O 21 seténbre o l'é o 264° giórno de l'ànno (265° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_seténbre,ligurian,template_boilerplate,Màncan 101 giórni a-a fin de l'ànno.
21_seténbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 seténbre
21_zenâ,ligurian,template_boilerplate,O 21 zenâ o l'é o 21° giórno de l'ànno segondo o Lûnäio Gregorian.
21_zenâ,ligurian,template_boilerplate,Mancan 344 giórni a-a fin de l'ànno (345 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 21 zenâ
21_zûgno,ligurian,template_boilerplate,O 21 zûgno o l'é o 172° giórno de l'ànno (173° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_zûgno,ligurian,template_boilerplate,Màncan 193 giórni a-a fin de l'ànno.
21_zûgno,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 zûgno
21_òtôbre,ligurian,template_boilerplate,O 21 òtôbre o l'é o 294° giórno de l'ànno (295° inti ànni bizestîli) segondo o Lûnäio Gregorian.
21_òtôbre,ligurian,template_boilerplate,Màncan 71 giórni a-a fin de l'ànno.
21_òtôbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 21 òtôbre
22,ligurian,template_boilerplate,O 22 (XXII in nùmeri români) o l'é 'n ànno  do  I secolo.
22,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22
220,ligurian,template_boilerplate,O 220 (CCXX in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
220,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 220
220_a.C.,ligurian,template_boilerplate,C. (CCXX a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
220_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 220 a.
221,ligurian,template_boilerplate,O 221 (CCXXI in nùmeri români) o l'é 'n ànno  do  III secolo.
221,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 221
221_a.C.,ligurian,template_boilerplate,C. (CCXXI a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
221_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 221 a.
222,ligurian,template_boilerplate,O 222 (CCXXII in nùmeri români) o l'é 'n ànno  do  III secolo.
222,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 222
222_a.C.,ligurian,template_boilerplate,C. (CCXXII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
222_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 222 a.
223,ligurian,template_boilerplate,O 223 (CCXXIII in nùmeri români) o l'é 'n ànno  do  III secolo.
223,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 223
223_a.C.,ligurian,template_boilerplate,C. (CCXXIII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
223_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 223 a.
224,ligurian,template_boilerplate,O 224 (CCXXIV in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
224,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 224
225,ligurian,template_boilerplate,O 225 (CCXXV in nùmeri români) o l'é 'n ànno  do  III secolo.
225,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 225
225_a.C.,ligurian,template_boilerplate,C. (CCXXV a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
225_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 225 a.
226,ligurian,template_boilerplate,O 226 (CCXXVI in nùmeri români) o l'é 'n ànno  do  III secolo.
226,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 226
226_a.C.,ligurian,template_boilerplate,C. (CCXXVI a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
226_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 226 a.
227,ligurian,template_boilerplate,O 227 (CCXXVII in nùmeri români) o l'é 'n ànno  do  III secolo.
227,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 227
228,ligurian,template_boilerplate,O 228 (CCXXVIII in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
228,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 228
228_a.C.,ligurian,template_boilerplate,C. (CCXXVIII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
228_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 228 a.
229,ligurian,template_boilerplate,O 229 (CCXXIX in nùmeri români) o l'é 'n ànno  do  III secolo.
229,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 229
22_agosto,ligurian,template_boilerplate,O 22 agosto o l'é o 234° giórno de l'ànno (235° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_agosto,ligurian,template_boilerplate,Màncan 131 giórni a-a fin de l'ànno.
22_agosto,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 agosto
22_arvî,ligurian,template_boilerplate,O 22 arvî o l'é o 112° giórno de l'ànno (113° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_arvî,ligurian,template_boilerplate,Màncan 253 giórni a-a fin de l'ànno.
22_arvî,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 arvî
22_dexénbre,ligurian,template_boilerplate,O 22 dexénbre o l'é o 356° giórno de l'ànno (357° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_dexénbre,ligurian,template_boilerplate,Màncan 9 giórni a-a fin de l'ànno.
22_dexénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 dexénbre
22_frevâ,ligurian,template_boilerplate,O 22 frevâ o l'é o 53° giórno de l'ànno segondo o Lûnäio Gregorian.
22_frevâ,ligurian,template_boilerplate,Mancan 312 giórni a-a fin de l'ànno (313 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 22 frevâ
22_lûggio,ligurian,template_boilerplate,O 22 lûggio o l'é o 203° giórno de l'ànno (204° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_lûggio,ligurian,template_boilerplate,Màncan 162 giórni a-a fin de l'ànno.
22_lûggio,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 lûggio
22_marso,ligurian,template_boilerplate,O 22 marso o l'é o 81° giórno de l'ànno (82° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_marso,ligurian,template_boilerplate,Mancân 284 giórni a-a fin de l'ànno.
22_marso,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 marso
22_mazzo,ligurian,template_boilerplate,O 22 mazzo o l'é o 142° giórno de l'ànno (143° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_mazzo,ligurian,template_boilerplate,Màncan 223 giórni a-a fin de l'ànno.
22_mazzo,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 mazzo
22_novénbre,ligurian,template_boilerplate,O 22 novénbre o l'é o 326° giórno de l'ànno (327° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_novénbre,ligurian,template_boilerplate,Màncan 39 giórni a-a fin de l'ànno.
22_novénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 novénbre
22_seténbre,ligurian,template_boilerplate,O 22 seténbre o l'é o 265° giórno de l'ànno (266° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_seténbre,ligurian,template_boilerplate,Màncan 100 giórni a-a fin de l'ànno.
22_seténbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 seténbre
22_zenâ,ligurian,template_boilerplate,O 22 zenâ o l'é o 22° giórno de l'ànno segondo o Lûnäio Gregorian.
22_zenâ,ligurian,template_boilerplate,Mancan 343 giórni a-a fin de l'ànno (344 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 22 zenâ
22_zûgno,ligurian,template_boilerplate,O 22 zûgno o l'é o 173° giórno de l'ànno (174° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_zûgno,ligurian,template_boilerplate,Màncan 192 giórni a-a fin de l'ànno.
22_zûgno,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 zûgno
22_òtôbre,ligurian,template_boilerplate,O 22 òtôbre o l'é o 295° giórno de l'ànno (296° inti ànni bizestîli) segondo o Lûnäio Gregorian.
22_òtôbre,ligurian,template_boilerplate,Màncan 70 giórni a-a fin de l'ànno.
22_òtôbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 22 òtôbre
23,ligurian,template_boilerplate,O 23 (XXIII in nùmeri români) o l'é 'n ànno  do  I secolo.
23,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23
230,ligurian,template_boilerplate,O 230 (CCXXX in nùmeri români) o l'é 'n ànno  do  III secolo.
230,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 230
230_a.C.,ligurian,template_boilerplate,C. (CCXXX a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
230_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 230 a.
231,ligurian,template_boilerplate,O 231 (CCXXXI in nùmeri români) o l'é 'n ànno  do  III secolo.
231,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 231
232,ligurian,template_boilerplate,O 232 (CCXXXII in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
232,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 232
232_a.C.,ligurian,template_boilerplate,C. (CCXXXII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
232_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 232 a.
233,ligurian,template_boilerplate,O 233 (CCXXXIII in nùmeri români) o l'é 'n ànno  do  III secolo.
233,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 233
234,ligurian,template_boilerplate,O 234 (CCXXXIV in nùmeri români) o l'é 'n ànno  do  III secolo.
234,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 234
234_a.C.,ligurian,template_boilerplate,C. (CCXXXIV a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
234_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 234 a.
235,ligurian,template_boilerplate,O 235 (CCXXXV in nùmeri români) o l'é 'n ànno  do  III secolo.
235,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 235
235_a.C.,ligurian,template_boilerplate,C. (CCXXXV a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
235_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 235 a.
236,ligurian,template_boilerplate,O 236 (CCXXXVI in nùmeri români) o l'é 'n ànno bizestîle do  III secolo.
236,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 236
236_a.C.,ligurian,template_boilerplate,C. (CCXXXVI a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
237,ligurian,template_boilerplate,O 237 (CCXXXVII in nùmeri români) o l'é 'n ànno  do  III secolo.
237,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 237
237_a.C.,ligurian,template_boilerplate,C. (CCXXXVII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
237_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 237 a.
238,ligurian,template_boilerplate,O 238 (CCXXXVIII in nùmeri români) o l'é 'n ànno  do  III secolo.
238,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 238
238_a.C.,ligurian,template_boilerplate,C. (CCXXXVIII a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
238_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 238 a.
239,ligurian,template_boilerplate,O 239 (CCXXXIX in nùmeri români) o l'é 'n ànno  do  III secolo.
239,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 239
239_a.C.,ligurian,template_boilerplate,C. (CCXXXIX a. C. in nùmeri români) o l'é 'n ànno  do  III secolo a.
239_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 239 a.
23_a.C.,ligurian,template_boilerplate,C. (XXIII a. C. in nùmeri români) o l'é 'n ànno  do  I secolo a.
23_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 23 a.
23_agosto,ligurian,template_boilerplate,O 23 agosto o l'é o 235° giórno de l'ànno (236° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_agosto,ligurian,template_boilerplate,Màncan 130 giórni a-a fin de l'ànno.
23_agosto,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 agosto
23_arvî,ligurian,template_boilerplate,O 23 arvî o l'é o 113° giórno de l'ànno (114° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_arvî,ligurian,template_boilerplate,Màncan 252 giórni a-a fin de l'ànno.
23_arvî,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 arvî
23_dexénbre,ligurian,template_boilerplate,O 23 dexénbre o l'é o 357° giórno de l'ànno (358° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_dexénbre,ligurian,template_boilerplate,Màncan 8 giórni a-a fin de l'ànno.
23_dexénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 dexénbre
23_frevâ,ligurian,template_boilerplate,O 23 frevâ o l'é o 54° giórno de l'ànno segondo o Lûnäio Gregorian.
23_lûggio,ligurian,template_boilerplate,O 23 lûggio o l'é o 204° giórno de l'ànno (205° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_lûggio,ligurian,template_boilerplate,Màncan 161 giórni a-a fin de l'ànno.
23_lûggio,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 lûggio
23_marso,ligurian,template_boilerplate,O 23 marso o l'é o 82° giórno de l'ànno (83° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_marso,ligurian,template_boilerplate,Mancân 283 giórni a-a fin de l'ànno.
23_marso,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 marso
23_mazzo,ligurian,template_boilerplate,O 23 mazzo o l'é o 143° giórno de l'ànno (144° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_mazzo,ligurian,template_boilerplate,Màncan 222 giórni a-a fin de l'ànno.
23_mazzo,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 mazzo
23_novénbre,ligurian,template_boilerplate,O 23 novénbre o l'é o 327° giórno de l'ànno (328° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_novénbre,ligurian,template_boilerplate,Màncan 38 giórni a-a fin de l'ànno.
23_novénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 novénbre
23_seténbre,ligurian,template_boilerplate,O 23 seténbre o l'é o 266° giórno de l'ànno (267° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_seténbre,ligurian,template_boilerplate,Màncan 99 giórni a-a fin de l'ànno.
23_seténbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 seténbre
23_zenâ,ligurian,template_boilerplate,O 23 zenâ o l'é o 23° giórno de l'ànno segondo o Lûnäio Gregorian.
23_zenâ,ligurian,template_boilerplate,Mancan 342 giórni a-a fin de l'ànno (343 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 23 zenâ
23_zûgno,ligurian,template_boilerplate,O 23 zûgno o l'é o 174° giórno de l'ànno (175° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_zûgno,ligurian,template_boilerplate,Màncan 191 giórni a-a fin de l'ànno.
23_zûgno,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 zûgno
23_òtôbre,ligurian,template_boilerplate,O 23 òtôbre o l'é o 296° giórno de l'ànno (297° inti ànni bizestîli) segondo o Lûnäio Gregorian.
23_òtôbre,ligurian,template_boilerplate,Màncan 69 giórni a-a fin de l'ànno.
23_òtôbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 23 òtôbre
24,ligurian,template_boilerplate,O 24 (XXIV in nùmeri români) o l'é 'n ànno bizestîle do  I secolo.
24,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 24
.actor,emilian,template_boilerplate,Al funsiòuna da 'l 26 ed fervêr dal 2014.
.aigo,emilian,template_boilerplate,Al funsiòuna da 'l 17 'd agòst dal 2016.
.amex,emilian,template_boilerplate,Al funsiòuna da 'l 2 'd agòst dal 2016.
.archi,emilian,template_boilerplate,Al funsiòuna da 'l 31 ed mêrs dal 2014.
.asda,emilian,template_boilerplate,Al funsiòuna da 'l 23 'd agòst dal 2016.
.axa,emilian,template_boilerplate,Al funsiòuna da 'l 19 ed mêrs dal 2014.
.bar,emilian,template_boilerplate,Al funsiòuna da 'l 27 ed fervêr dal 2014.
.bid,emilian,template_boilerplate,Al funsiòuna da 'l 2 ed mêrs dal 2014.
.black,emilian,template_boilerplate,Al funsiòuna da 'l 27 ed mêrs dal 2014.
.blue,emilian,template_boilerplate,Al funsiòuna da 'l 5 ed fervêr dal 2014.
.capitalone,emilian,template_boilerplate,Al funsiòuna da 'l 10 'd agòst dal 2016.
.cards,emilian,template_boilerplate,Al funsiòuna da 'l 11 ed fervêr dal 2014.
.catering,emilian,template_boilerplate,Al funsiòuna da 'l 4 ed fervêr dal 2014.
.diy,emilian,template_boilerplate,Al funsiòuna da 'l 25 'd agòst dal 2016.
.dnp,emilian,template_boilerplate,Al funsiòuna da 'l 11 ed mêrs dal 2014.
.eco,emilian,template_boilerplate,Al funsiòuna da 'l 28 'd agòst dal 2016.
.fish,emilian,template_boilerplate,Al funsiòuna da 'l 21 ed fervêr dal 2014.
.gay,emilian,template_boilerplate,Al funsiòuna da 'l 9 'd agòst dal 2019.
.george,emilian,template_boilerplate,Al funsiòuna da 'l 18 'd agòst dal 2016.
.hbo,emilian,template_boilerplate,Al funsiòuna da 'l 14 'd agòst dal 2016.
.jetzt,emilian,template_boilerplate,Al funsiòuna da 'l 15 ed mêrs dal 2014.
.koeln,emilian,template_boilerplate,Al funsiòuna da 'l 5 ed mêrs dal 2014.
.london,emilian,template_boilerplate,Al funsiòuna da 'l 22 ed mêrs dal 2014.
.mango,emilian,template_boilerplate,Al funsiòuna da 'l 16 ed fervêr dal 2014.
.neustar,emilian,template_boilerplate,Al funsiòuna da 'l 19 ed fervêr dal 2014.
.nyc,emilian,template_boilerplate,Al funsiòuna da 'l 20 ed mêrs dal 2014.
.qpon,emilian,template_boilerplate,Al funsiòuna da 'l 12 ed fervêr dal 2014.
.sohu,emilian,template_boilerplate,Al funsiòuna da 'l 25 ed mêrs dal 2014.
.supplies,emilian,template_boilerplate,Al funsiòuna da 'l 25 ed fervêr dal 2014.
.بازار,emilian,template_boilerplate,Al funsiòuna da 'l 18 ed fervêr dal 2014.
.संगठन,emilian,template_boilerplate,Al funsiòuna da 'l 9 ed mêrs dal 2014.
.世界,emilian,template_boilerplate,Al funsiòuna da 'l 12 ed mêrs dal 2014.
'A_Mecca,tarantino,citation_shape;english_text,"Patricia Crone, Meccan Trade and the Rise of Islam, Princeton, Princeton University Press, 1987."
'A_Spezie,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus La Spezia
'Mbere_Bizzandine,tarantino,isbn_doi;citation_shape,"Georg Ostrogorsky, Storie de le 'Mbere Bizandine, Torino, Einaudi, 1993 Giorgio Ravegnani, Introduzione ad 'a storie bizandine, Bologne, 'U Muline, 2006 Warren Treadgold, Storie de Bisanzie, Bologne, 'U Muline, 2005 (inglese) John F. Haldon, Byzantium in the Seventh Century: The Transformation of a Culture, Cambridge University Press, ottobre 1997, ISBN 0-521-31917-X, ISBN 978-0-521-31917-1."
'Mbere_Ottomane,tarantino,citation_shape,"The Classical Age. 1300-1600, 2nd ed., Phoenix, London 1995 S."
