sentence,label,source
Chi nasce quadro nun pô murì tunno.,neapolitan,Pruverbie_napulitane
No juorno se presentaje a la casa soja no signore con na lettera de raccumannazione de no parente de la bonarma de lo marito.,neapolitan,Paggena prencepale/Voce 'n vetrina
"Â casa dô ferraro, 'o spito è de lignamme.",neapolitan,Pruverbie_napulitane
"Â casa d""o pezzente, nun màncano tòzzole.",neapolitan,Pruverbie_napulitane
"'Nta Spagna ce sta 'na abbondanza 'e sciemi, vigliacchi e corrotte.",neapolitan,tatoeba:nap
"Male a chi port a mala nummenata Mazza e panèlla fanno 'e figlie belle, panèlla senza mazza fanno 'e figlie pazze.",neapolitan,Pruverbie_napulitane
'O vallo fotte e se scorda 'O vallo è zumpato 'ncuollo a gallina!,neapolitan,Lista_'e_mode_'e_dicere_napuletane
'A jatta pe' ghì 'e pressa facette 'e figlie cecate.,neapolitan,Pruverbie_napulitane
"'A cunferenzia è padrona d""a mala crianza.",neapolitan,Pruverbie_napulitane
"'A bella 'e ciglia, tutte 'a vonno e nisciùno se 'a piglia.",neapolitan,Pruverbie_napulitane
Mercant e puorc s'apprezz quand e muort.,neapolitan,Pruverbie_napulitane
"A chi troppo s'acala, 'o culo se vede.",neapolitan,Pruverbie_napulitane
Vénnere 'a pellecchia 'de perucchie Và te fà na' cacata pe' tterra 'o muro! Vicino 'o cane lupo fa 'zù zù' (oppure: Vicino o masto 'mò to' 'ntosto!',neapolitan,Lista_'e_mode_'e_dicere_napuletane
Fà zite e murticielle e battesime bunarielle.,neapolitan,Pruverbie_napulitane
'O capiton' é megl' ro' pesce 'O figlio surdo solo 'a mamma o'ntenne 'O figlio muto 'o 'ntenne 'a mamma 'O sparagn n'è mai guaragn 'O camosc e mosc di fronte a mosce 'O core mio squaqquarea pe tte comme l' acqua cavera addo patemo se lava e pier 'O zuopp ce refunnette a coscia Pare 'a nave 'e Franceschièllo: a ppoppa cumbattèveno e a pprora nun 'o ssapèveno.,neapolitan,Pruverbie_napulitane
Chiamma mamma e pate  a chi te dà a magnà.,neapolitan,Pruverbie_napulitane
'A cepòlla manco 'e cane l'addòrano.,neapolitan,Pruverbie_napulitane
"Si vuò campà, te addà adattà, nun ce sta n’ata via possibile.",neapolitan,tatoeba:nap
A ll'altare scarrupato nun s'appìcciano cannele.,neapolitan,Pruverbie_napulitane
"Pecché, tutta 'a jurnata, manejano zizze e denare 'A mmerda 'e Luisella è semp' 'a chiù bbella.",neapolitan,Pruverbie_napulitane
A cavallo rialàto nun se guarda mmòcca.,neapolitan,Pruverbie_napulitane
'O pesce fete d’ ' a capa.,neapolitan,Pruverbie_napulitane
De tutto chello che nce vò pe la cucina.,neapolitan,Paggena prencepale/Voce 'n vetrina
"O si no, te può scartà na fatica a ppiacere mmiez’ ’e libbre ’a rileggere o, si te siente nu masto, un’ ’e chelle ’a furmattà!",neapolitan,Paggena prencepale/Tiesto
"Abbrile, doce è 'o ddurmì.",neapolitan,Pruverbie_napulitane
Abbuzza 'a faccia e no 'o muro.,neapolitan,Pruverbie_napulitane
L'abbiciario s'impara 'e primme anne 'e scola.,neapolitan,tatoeba:nap
Chiamma lo palchettario e addimanna chi era chillo.,neapolitan,Paggena prencepale/Voce 'n vetrina
"Quanno 'a femmena bona è tentata e resta onesta, significa ca nun è stata bona tentata...",neapolitan,Pruverbie_napulitane
Ze stà tanto beło sentir sta roba cuà.,venetian,tatoeba:vec
No gò mai conjosùo el só nome vero.,venetian,tatoeba:vec
Tom no el vołea trasferirse cuà.,venetian,tatoeba:vec
Quanti ani ti gà?,venetian,tatoeba:vec
Ndazio costruir scołe inte ła Lituània?,venetian,tatoeba:vec
No podo mìa fermar. I freni...,venetian,tatoeba:vec
Gò scrito miłe fraxi!,venetian,tatoeba:vec
Semo finie ridéndoghe-sora,venetian,tatoeba:vec
Tom el ghea dormio fin tardi.,venetian,tatoeba:vec
Son seguro de ver el nùmaro justo.,venetian,tatoeba:vec
Semo finie ridédoghe-su.,venetian,tatoeba:vec
"On, do, tri, cuatro, sinque, sié, sete, oto, nóve, diéxe.",venetian,tatoeba:vec
Go catà i me amighi al cafè.,venetian,tatoeba:vec
Eła ła amava cuel che ła jera drìo far.,venetian,tatoeba:vec
Ti come te ciamito?,venetian,tatoeba:vec
A Go pena instałà un ajornamento stra-inportante,venetian,tatoeba:vec
İmprestame on pochi de schei.,venetian,tatoeba:vec
Łu el realménte gà da ndar caxa.,venetian,tatoeba:vec
ła se ga marzenałizà eła soła.,venetian,tatoeba:vec
Valtri me gavio cronpà calcosa?,venetian,tatoeba:vec
Dazighe i nostri conpliminti al shef.,venetian,tatoeba:vec
El xe come el corteło.,venetian,tatoeba:vec
Cuanti de chełi łà i zera łà?,venetian,tatoeba:vec
Creo che'l sipia cuel che gò da far.,venetian,tatoeba:vec
El itałian el xe na łengua difìçiłe.,venetian,tatoeba:vec
Eło el xe tornà da novo.,venetian,tatoeba:vec
Gało tolto ła so onbreła sta matina?,venetian,tatoeba:vec
No ło go mostrà a'l Tom.,venetian,tatoeba:vec
Sio stai inpegnai in sti ùltemi tenpi?,venetian,tatoeba:vec
Se ghemo catai?,venetian,tatoeba:vec
Zero bon de smirar el so corpo.,venetian,tatoeba:vec
El ne ga fato capir che el zera drio sufrir in magnera stra-granda,venetian,tatoeba:vec
Lo gavio canbià?,venetian,tatoeba:vec
Mi mèrito de vegner repagà.,venetian,tatoeba:vec
El se lagna senpre par calcosa.,venetian,tatoeba:vec
Mi so' pena vegnesto fora de prezon.,venetian,tatoeba:vec
El Tom el jera brao.,venetian,tatoeba:vec
Me pùłito dir el nome de chel'omo?,venetian,tatoeba:vec
"Sì, sì, vegnarò co vialtri.",venetian,tatoeba:vec
Eło el ze za ndà fora.,venetian,tatoeba:vec
Eła gała cronpà calcosa par mi?,venetian,tatoeba:vec
Łe persone saje łe inpara dai so nemighi,venetian,tatoeba:vec
"Un got de vin, par favor!",venetian,tatoeba:vec
El Tom savéa che mi jero straca.,venetian,tatoeba:vec
Mi son vegnesto co Tom.,venetian,tatoeba:vec
El Tom el ga dito che łu el vołéa védar ła Marìa vinçer.,venetian,tatoeba:vec
Tom el pareva tanto stufo,venetian,tatoeba:vec
Gàłe cronpà pan?,venetian,tatoeba:vec
Ndóe vivéało el Tom?,venetian,tatoeba:vec
La gało canbiada?,venetian,tatoeba:vec
Vojo scalare la montagna.,venetian,tatoeba:vec
No ndemo far schei in Bangladesh?,venetian,tatoeba:vec
"Sì, sì, vegnarò co vualtri.",venetian,tatoeba:vec
Ze capità prima che mi rivase.,venetian,tatoeba:vec
Cuała zeła ła cavedałe de ła Spagna?,venetian,tatoeba:vec
I ga dizesto che no i zera sorapezo.,venetian,tatoeba:vec
Eło el realménte gà da ndar caxa.,venetian,tatoeba:vec
Te gheto portà bastansa scorte?,venetian,tatoeba:vec
Ła xe svéja.,venetian,tatoeba:vec
Me par sol sèrio el mìnemo.,venetian,tatoeba:vec
Mi go vintitrì ani.,venetian,tatoeba:vec
Sìto drìo sentir cuel che son drìo dir?,venetian,tatoeba:vec
Te me si drio tor in volta!,venetian,tatoeba:vec
El Tom el ga dito che'l vurìa vołéa ła Marìa vinçer.,venetian,tatoeba:vec
Ła xe ndà fora da'l restorante.,venetian,tatoeba:vec
Vołeo che rèstee?,venetian,tatoeba:vec
Ghemo pena catà-fora na magnera par vìnsar.,venetian,tatoeba:vec
Łora parché gheto dito a'l Tom de farlo?,venetian,tatoeba:vec
Ndóe xeło el marcà?,venetian,tatoeba:vec
Quanti ani gheto?,venetian,tatoeba:vec
El ga vivesto na vita inpegnada.,venetian,tatoeba:vec
No manjo mìa pése.,venetian,tatoeba:vec
"Vista de ła Łuna, ła Tera ła par na bała.",venetian,tatoeba:vec
Ndóe vivévało el Tom?,venetian,tatoeba:vec
"Sì, sì, vegnarò co voialtri.",venetian,tatoeba:vec
Go scumisià el libro.,venetian,tatoeba:vec
Xełi tuti gałivi?,venetian,tatoeba:vec
A So' drio devegner vècio,venetian,tatoeba:vec
El Tom no'l parla mai sóra i só sentimenti.,venetian,tatoeba:vec
Mi me ciamo Piero.,venetian,tatoeba:vec
Son drìo deventar pìcoła!,venetian,tatoeba:vec
Penso che ndarò far schełi inte l'Amèrica.,venetian,tatoeba:vec
I schei i justa tuto.,venetian,tatoeba:vec
Eło el ze in pijama.,venetian,tatoeba:vec
ło gavio ciamà ieri?,venetian,tatoeba:vec
Te pol mia averghe ovo galina e cul caldo.,venetian,tatoeba:vec
Sta roba un fià ła me spusa.,venetian,tatoeba:vec
No el staga inponerme łe so opinion.,venetian,tatoeba:vec
Cosa ła tègnała in pie de note?,venetian,tatoeba:vec
Lo go sarà par eror.,venetian,tatoeba:vec
El Tom savéa che mi jero straco.,venetian,tatoeba:vec
"Se mi gavese schèi, cronparìa sto ordenadór.",venetian,tatoeba:vec
Cuesto el xe un pése vérdo.,venetian,tatoeba:vec
Tom el se ło mèrita de saver cosa che ze acadesto.,venetian,tatoeba:vec
No te vè costruir łe università in Sudafrica.,venetian,tatoeba:vec
Maria ła ga straonà.,venetian,tatoeba:vec
El Tom el gà dito che'l vurìa saver parche ła Mary ła gavea bixonjo de far cuesto.,venetian,tatoeba:vec
No ghe go fato mìa tante dimande.,venetian,tatoeba:vec
Creo mi che'l vinsarà.,venetian,tatoeba:vec
Xe morto Tom.,venetian,tatoeba:vec
Mi so tanto dispiazesto par cheło che ze capità.,venetian,tatoeba:vec
Ghemo caminà a caxa insieme soto ła piova.,venetian,tatoeba:vec
Sio stae inpegnae in sti ùltemi tenpi?,venetian,tatoeba:vec
"""De che nasionałità zèrełe łe so Zie?"" ""Canadezi.""",venetian,tatoeba:vec
Onji ano me cato in un łogo difarente.,venetian,tatoeba:vec
lo gało ciamà ieri?,venetian,tatoeba:vec
El se ło ga desmentegà inte ła sugadora.,venetian,tatoeba:vec
Mary ła ga za tacà.,venetian,tatoeba:vec
E cosa pénsito de resòlvar cusita?,venetian,tatoeba:vec
Come ze che se stua?,venetian,tatoeba:vec
Ła zente saja ła inpara dai so nemighi.,venetian,tatoeba:vec
Ma el cafè no'l xe mìa bon.,venetian,tatoeba:vec
Mi no go mai robà gnente.,venetian,tatoeba:vec
El Tom el xe sólche tri méxi pì vecio che ła Maria.,venetian,tatoeba:vec
Te połi manjar tuto cuel che te vołi.,venetian,tatoeba:vec
"Se pregar servise calcosa, i metaria ła zente par pregar a pagamento.",venetian,tatoeba:vec
"El me łaoro el paga ben, parò el xe veraménte sufìstico.",venetian,tatoeba:vec
Podaresselo indicarme n'ostaria bona par magnar?,venetian,tatoeba:vec
Te ghè scrivesto el raporto.,venetian,tatoeba:vec
Tom xe morto.,venetian,tatoeba:vec
Ła Marìa ła no capise njente l'inglexe.,venetian,tatoeba:vec
Le cronpe de sto modeło łe zera vołae.,venetian,tatoeba:vec
Eła come gała inparà el fransezo?,venetian,tatoeba:vec
Mi so' dispiazesto un mùcio par cheło che ze sucedesto.,venetian,tatoeba:vec
Te sì na pavétoła strabeła.,venetian,tatoeba:vec
Come gheto inparà el fransezo?,venetian,tatoeba:vec
Noialtri no semo boni de védar na steła sta note.,venetian,tatoeba:vec
Valtri gavì scrivesto el raporto.,venetian,tatoeba:vec
No vago inparar calcosa in Ìndia,venetian,tatoeba:vec
El Tom el gà baxà ła mé cuxina.,venetian,tatoeba:vec
Lezo na revista.,venetian,tatoeba:vec
Mi son pena vegnesto fora de prezon.,venetian,tatoeba:vec
Ła Sami ła gà finio de parlar co ła só viçina.,venetian,tatoeba:vec
Te sì na sarpente!,venetian,tatoeba:vec
"Par favor, dime come vago a'l aeroporto.",venetian,tatoeba:vec
El pare de'l Tom el se ciama Jean.,venetian,tatoeba:vec
La ga vivesto na vita inpegnada.,venetian,tatoeba:vec
Ti gheto scrivesto el raporto?,venetian,tatoeba:vec
Daghe a lori cheło che i vołe.,venetian,tatoeba:vec
Ła xe na bacheta màxega.,venetian,tatoeba:vec
Na volta so ndada a Boston co eło.,venetian,tatoeba:vec
"L'è gneughi la fota, e 'l voriva gnanca né 'n cà.",lombard,La parobola del Figliol Prodigo LMO/22
Mé g'hoo freid.,lombard,tatoeba:lmo
"Ve contarò donca che tei timpi del primo re de Ziprio, daspò che Gontifredo de Bogion ga ciapà in guara i paisi onde xe nassùo el nostro Sagnore, xe intravegnesto che ona siora d'on canton de la Franza (Bascogna), xe 'ndà, ute pelegrina, a visitare el Santo Sepulcro; da onde vegnando indrio, comò la xe donta in Ziprio, zarti birbi de omeni ga usità par forza la pì burta azion de 'sto mondo.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Ds-jungfta hed g'seid fim Fatter: ""Mi Fatter, gèmmer was mir chunnd for ewer Sach"", der Fatter dêld im fis Güed.",lombard,La parobola del Figliol Prodigo LMO/58
"Ma ghe xe stà qualchedun che ga dito che zà gera inutile, perchè lu el gera tanto un imbezile e da poco, che no solo no 'l punìa le ingiurie fate ai altri, ma fin quele che i ghe fasea, per quanto grosse le fusse, el le tolerava, cussì cogion el gera; a segno tale che se uno la gavea su 'n poco con lu, el podea anca andare a spuarghe adosso.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
Ma sò pare l'é surtì s'la pòrta e a l'ha pregàlo.,lombard,La parobola del Figliol Prodigo LMO/25
La fortüna l'ê una roda che gira.,lombard,wikiquote
"E la xe andà davanti a lu pianzendo e la ga dito: ""Sior mio, mi non vegno a la tò presenza perchè te me faghi vendeta de on'ofexa che mi go rizevùo; ma perchè, in sodisfazion de quela, te prego che te me insegni come che te sofri quele che le xe fate a ti: perchè, imparando da ti, mi possa con pazienza soportare la mia.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
E i cminzon a fär tantara.,lombard,La parobola del Figliol Prodigo LMO/3
T'sè gia stai a Pariis?,lombard,tatoeba:lmo
La Z la va parnonziada tant 'me ona [θ].,lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
Chi la düra la venz.,lombard,wikiquote
"E l'è 'ndà dnansi a lu a pianxando e la ga dito: ""Sacra Maestà re!",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Che ansi, s'as podesse, a lo sa Dio s'a vorìa darg'lo da portare a lu, xa ch'so ch'lu l'è tanto bon da portarg'ne"".",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Pruma par aftro l'ha volest saver informarse chi om ca l'è 'l re, e vergun i g'ha dit ca l'è 'n poch de bon, che no se 'n töl cura gnà de el stess, e men che men di aftri.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/75
Ebbene; io vorrei che non ci fossero che sabati fascisti.,lombard,Ore di città/25
E i cminzè a far feste.,lombard,La parobola del Figliol Prodigo LMO/7
Vuoto anzi ch'a te ne diga on'antra?,lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Quand l'ha bieu tirà a cà 'l có, l'ha dicc onsé tra 'd lu: ""Quanci sarvitoj a cà 'd mè pari j'han pan fin ch'a vòlu, e mé chilò i crapi dla fam!",lombard,La parobola del Figliol Prodigo LMO/22
"E 'l poà u se n'è acortu, l'è sortii d'ëd cà e u l'ha pregaa ch'u 'ntraisse.",lombard,La parobola del Figliol Prodigo LMO/18
"De 'sto fato, lagnandose la bona dona senza costruto, la s'ha pensà de ricorere al re.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Al temp dal prum re di Cipro, dop ca Goffredo di Buglion l'ha ciapà la Tera Santa, 'na siora de Guascogna l'ha volest nar come piligrina a visitar el Santo Sepolcro; e nel vignir indré, quand ca l'è stada a Cipro, l'ha urtà a gàter arquancc óman, ch'apena ch'ei l'ha vigiuda no i ha podest far a men da narghi apé, e farghi tuti li maligrazi ca i ha podest.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/75
Strassaa cm'ün ribe sensa manch ina fervaja da mangià; eissi pussii armanch ampìss ra pansa dre giandre che i pors u mangieivo; ma u 'n j'era manch ina rassa dë 'n can ch'u 'j na spursiss ina bramaa.,lombard,La parobola del Figliol Prodigo LMO/15
Ch'adess sì che stuma fresch!,lombard,La parobola del Figliol Prodigo LMO/15
"E menè chì el vedèl pö gras, masèl e mangiùm e stùm alégher!",lombard,La parobola del Figliol Prodigo LMO/24
G'è un sac de citaa grande in Brazil.,lombard,tatoeba:lmo
"O ghe dis el servitor: ""Qui l'è vegnuu el sò fradell, e 'l sò pà l'ha faicc mazzà el videll più grass, perchè l'ha ricuperaa el filio san e sald"".",lombard,La parobola del Figliol Prodigo LMO/26
"E chel o-j ha rësponduje: ""Vòstr frèl o r'é tornà vnì, e vòstr pare o r'ha mazà un vitèl ingrassà përchè o r'è tornà 'n bòn-a sanità"".",lombard,La parobola del Figliol Prodigo LMO/31
"E s'è dasse ardriss e s'è agiustasse al servissi d'un sitadin ëd col paìs, ch'a l'ha mandalo a na soa cassin-a con l'impiégh d'ëmnè i pòrs an pastura.",lombard,La parobola del Figliol Prodigo LMO/33
"E 'l mat püssè grand da cui matai l'eva ant i campi, e quand a vigniva e l'eva visin a cà, l'ha sintö sonè la müsga e che i balevan.",lombard,La parobola del Figliol Prodigo LMO/40
"E ela la se n'ha avudo tanto a mal, che la volea còrer subito dal re; ma gh'è stà dito che la podea far de manco e che la ghe andaria par gnente; perchè 'l re el gera fato in 'sta maniera chì, che lu non basta non castigava quei che faxeva de le brute azion ai altri, ma no 'l ghe badava gnanche a le insolense che ghe gera direte a lu.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Töta föra de lé per 'ste ròba, la vulìa endà del rè a lamentàs.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/89
"E 'l piö zùen el dizè al sò bobà: ""Bobà, dèm la part de béni che me pertóca!"" e lü el ga fé le parcc.",lombard,La parobola del Figliol Prodigo LMO/37
E i cuminsè a mamgià alegramént.,lombard,La parobola del Figliol Prodigo LMO/24
"Ah! ch'ä són pü dägn äd vess ciämaa voss fiö; trätém tärequal vün di voss servitur"".",lombard,La parobola del Figliol Prodigo LMO/8
"Ma, arcnunscindsi, l'ha dicc: ""Quancc famij an cà 'd mè pari ch'i han bundansa 'd pan, e mì qui a möir d'fam!",lombard,La parobola del Figliol Prodigo LMO/15
"I déigo donca che ai tempi del préimo Ri de Séipri, despuòi che Gufrido de Bujon viva fato el cunquéisto de la Tiera Santa, a zì ‘ntravignóu che óuna zintilduòna d’in Guascuògna la zì zéida in piligrinazo al Santo Sepóulcro, e turnando de là, rivada in Séipri, da parici omi senza temur d’Idéio e selerati a ghe zì stà ciulto el su unur.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"L'è näicc ad atacàss ad una cà d'un bon starent de quel paes, e u l'ha mandou a pastürgà i purghi.",lombard,La parobola del Figliol Prodigo LMO/32
"El fiól magiùr pó a l'era a fóra, e quand el vegnè e che 'l füdè apróf a càza, el sentè ch'i sunàva e ch'i cantàva.",lombard,La parobola del Figliol Prodigo LMO/24
"E lü 'n rispòsta 'l ghe dizè: ""Ardè, l'è tacc agn che ve sèrve e no v'ó mài dizübidìt; e vó no m'ì mai dat gnà 'n cavrèt per godìmela coi mè cameràde; E adès che quest àlter cheché, che l'ha maiàt föra 'l sò có le dóne, l'è tornàt, ì copàt per lü 'l vedèl engrasàt!""",lombard,La parobola del Figliol Prodigo LMO/37
"A vuj levà, e pô vuj nà dal mè pà a ghe vuj dì: Pà, hoo peccaa contra er siel e contra tì.",lombard,La parobola del Figliol Prodigo LMO/26
L'ha ciamà un di servitor e a l'ha interogalo dël përché 'd cla novità.,lombard,La parobola del Figliol Prodigo LMO/33
"El re, che fin alora el gera stà tanto infingardo, el s'ha svegià fora e, comenzando da la ingiuria fata a la dona, che 'l l'ha castigà coi fiochi, l'è diventà el più gran persecutor de tuti quei che da quel zorno s'ha permesso qualcossa contro la sò corona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"E 'stu rispos ""Sue fradel"", ch'l'era vgnuu, e che sue päder aveva mazzaa un videl grass, perchè 'l aveva avuu salv.",lombard,La parobola del Figliol Prodigo LMO/7
"Perchè 'sto mé fioeu l'era mort e l'è tornaa a vivà; l'era perduu e o s'è trovaicc"" e i hann incominsiaa a fà festin.",lombard,La parobola del Figliol Prodigo LMO/26
"El ri, che finta alora zé stà tardo e péigro, comù se ‘l se vissu dessedà dal suno, el giò scomenzà préima a fà giustéizzia de quista fimina, e despòi el zì deventà tanto rigoróus che al se giò messo a perseguità dóuti quii che d’ura ananti perdisso el rispeto a la sòia curona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"Cu ‘sta duòna huò valdóu quisto, nu sperando vandita, per avì qualco sudisfazion del su travajo, l’huò fato prupunimento de dàghe óuna butunada a ‘stu ri bon de gnèinte.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"Arsolito a 'n vui pü fé 'sta vita; ch'sa vaia cum la vò, am na voi turnéme an cà ëd mè pari e a 'j dirò csì: Pari, mì i son chì ai vuss pee ch'av demand perdon: a son staa in gran birbant, in impertinent ch'am la son pijaa acontro u Signor e an contra ëd voi; an merit pü d'esse ciamaa vost fiò; armanch armanch per carità tnìme cm'in di vos'cc fancc"".",lombard,La parobola del Figliol Prodigo LMO/15
"E, leàt sö, l'andè de sò pàder.",lombard,La parobola del Figliol Prodigo LMO/37
"Lo scorso anno arrivava al primo piano, ora è al secondo.",lombard,Ore di città/25
"Intant el fiöö maiuu, che l'era in er campagna, l'è tornäicc e quand l'è stäicc aprö der cà, l'ha sentii ch'i sonavan e cantavan.",lombard,La parobola del Figliol Prodigo LMO/32
"Intant al fiöl magior l'era fora per i camp e, in del vegnir aprös a baita, l'ha sentii a sonar e cantar.",lombard,La parobola del Figliol Prodigo LMO/5
"L'ha ciamaa 'n servitù csa l'era tita 'sta buja, tite 'ste fracasserie; E chil u j'ha dicc: ""L'é rivaa vost fradee, e vost pari l'ha sibit faa massé in bel videl d'auta grassa ëd tanta consolassion, ch'ël s'è vist a turné a cà san e s'ciopat"" Ist fiò, sentendu paregg cus, j'è armonsigna tit u sangh sur sovra e u 'n voreiva manch pü antré 'n cà; sò pari, maginee, l'é sortii fòra chil per pasciàlo, e guardi bel bel ëd fél andé an cà e u 'j l'ha fin ciamaa per piasé.",lombard,La parobola del Figliol Prodigo LMO/15
"'Nscambi 'l padar al da urdan ai sarvitù: ""Tirè fora la pü bela müda 'd pagn e vistìl sü, e mitigh un anee 'n digh e di scarp in pee; e tirè fora 'l videe püssee grass, degh 'na massà 'ns la cassa di còran.",lombard,La parobola del Figliol Prodigo LMO/57
"'Sta cosa la ga tanto dispiasesto, che no la gera bona de lassarsela passare, sin che pò la ga pensà de narghelo contare al re.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Finalment, avend rifletrii, ul dis: ""Quäncc famej in er cà du mè pà i maghien assessenn, e mì assidi qui der fam!",lombard,La parobola del Figliol Prodigo LMO/32
"E mentre ch'a l'era 'ncó lontan, sò pare l'ha conossùlo, e-j ha fàje compassion e, corendije 'ncontra, l'ha 'mbrassàlo e basàlo.",lombard,La parobola del Figliol Prodigo LMO/25
"Bernardino Biondelli, Saggio sui dialetti gallo-italici, 1853, pag.",lombard,La parobola del Figliol Prodigo LMO/3
"Da lì a poch dì, dop che l'ha metüü insema tütcoss, el fiöö piü giovan o s'è toi sü e o 's n'è andai via luntan, e lì l'ha fai balà tütcoss in stravizzi.",lombard,La parobola del Figliol Prodigo LMO/32
"El s'è vultou intant, e l'è vegnüü con er pà.",lombard,La parobola del Figliol Prodigo LMO/32
"Ma 'pena ch'l'è rivaa ist vostr fanciot qui, ch'l'ha mangiaa er facc sò con der doni, tal e qual i j'èi faa massä in videl grass"".",lombard,La parobola del Figliol Prodigo LMO/15
"Mei déighi, donca, che ai tempi del préimo re de Séipri, despòi de la cunquéista de la Terra Santa ca l’iò fato Goufrido de Buglion, zé nato ch’óuna zentildona de Guascogna zé ida in pelegrinajo al Sepulcro e tournando indréio, arivada a Séipri, la zé stada maltratada da parici omi.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"E l'andò e al s'mess al servezzi d'un ztadein 'd quel paieis, e quest al mandò int un sò lugh a badär ai purzî.",lombard,La parobola del Figliol Prodigo LMO/3
"E 'l poà l'ha sübitu cumandaa ai servitua ch'andaisso a pijà üna vesta e ch'i lo vestisso e ch'i bütaisso l'anea 'nt u dii, e ch'i lo cauzaisso.",lombard,La parobola del Figliol Prodigo LMO/18
Gh'era 'n òm che 'l gh'iva dù fiói.,lombard,La parobola del Figliol Prodigo LMO/24
"E, sältänd sü, äl s'è portaa dä sò padär; e in cól méntär ch'l'erä äncór lontän, sò padär äl l'ha sgosii, äl s'è miss ä compässión, e 'l gh'è ändat incónträ e, trändägh i brass al col, äl l'ha bäsaa.",lombard,La parobola del Figliol Prodigo LMO/8
"E 'r fi o j'ha dicc: ""Papà, j'heu facc mà contra Dio e contra 'd voe; im màirit pi nen d'esse ciamà vòstr fi.",lombard,La parobola del Figliol Prodigo LMO/31
"Dr-jungfto hèd dfim Atto g'seid: ""Atto, gèmmer fan ouwem Gued was-mer g'herd!"" unn der Atto hèmmo g'gäd was-mo g'hêrd.",lombard,La parobola del Figliol Prodigo LMO/58
E quindi l'han cumenzaa a stoà alegri.,lombard,La parobola del Figliol Prodigo LMO/18
Una lengua l'è mai assé.,lombard,tatoeba:lmo
"Ër pì zovo dij doe o r'ha dicc a sò pare: ""Papà, dème 'r mè tòch dër facc mè!"" e chel o r'ha spartì tra ëd chei ra ròba chë 'j vnàiva.",lombard,La parobola del Figliol Prodigo LMO/25
"Mì 'n sun ciü degnu d'esse ciamaa vostru fioa: tignime com'i tigniraissi ün di vostri servitua.""",lombard,La parobola del Figliol Prodigo LMO/18
"Ma gh'è stà dito da qualchedun che l'era 'n omo cossì debole e gramazzon che la perderia giusto 'l tempo e la fadiga per niente; perchè non solo no 'l fava giustizia per i altri, ma anzi 'l soportava da bacocon tute le ingiurie che i ghe fava a lù.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/82
"Parchè 'stu mè fiö chì l'eva mort a 'dess l'è arsüscità, l'eva pardü e l'è stai truvà"".",lombard,La parobola del Figliol Prodigo LMO/57
"Ma lü, rispondend, r'ha dicc a sò pà: ""A ra fé, da tancc agn mi a ov servia, e n'hoo maigl trapassou ugn vust prezet; e maigl no m'hei dacc ugn cauret da fà past coi mè amis. Ma dapù che 'sto vust fant, ch'l'ha majou ol facc sò coi sgualdrign, r'è vegnüü, hii mazzou per lü ol vedil ingrassou!"".",lombard,La parobola del Figliol Prodigo LMO/32
"E lü äl gh'ha rispost: ""L'è ärivaa sò frädè, e sò padär l'ha fai mässà ün videl grass, pärchè äl l'ha tornaa ä ved sän e salv"".",lombard,La parobola del Figliol Prodigo LMO/8
L'è mia colpa méa.,lombard,tatoeba:lmo
"E per 'sta cossa ch'è qua, cla siora la 's lomentava e 'n la se podeva taxentare, sin a tanto ch'la s'ha pensà d'andare dal re a d'nunsiarli.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
E 'l poà u j'ha daciu la sò parte.,lombard,La parobola del Figliol Prodigo LMO/18
"Meinter l'era anch luntän, sò päder al l'hì vest, e al s'muvè a cumpassion, e curendij incontra, al s'ij trè al col, e s'al basò.",lombard,La parobola del Figliol Prodigo LMO/3
"Vun, duu, trii, quatter, cinqu, ses, sett, vott, noeuv, des.",lombard,tatoeba:lmo
"L'è mia na fras, chesta.",lombard,tatoeba:lmo
"'D questi, el più picul diss a sue päder: ""Papà, dem le mie purzion che 'm toca!"" e 'l päder fé le division tra lur dle sue robe.",lombard,La parobola del Figliol Prodigo LMO/7
