sentence,label,source
Jaká je to profesorka?,other,tatoeba:ces
Boseman je starý traper.,other,tatoeba:ces
Srub toho starého trapera není daleko.,other,tatoeba:ces
Nějaký Sioux dal tomu starému traperovi zlatý nuget.,other,tatoeba:ces
Každý zná toho starého trapera.,other,tatoeba:ces
Sacramento Chronicle často píše o tom starém traperovi.,other,tatoeba:ces
Šerif Wyatt Earp mluvil včera s tím starým traperem.,other,tatoeba:ces
Šerif zná toho starého trapera.,other,tatoeba:ces
Ten starý srub je nalevo.,other,tatoeba:ces
Ta stará kronika je nalevo.,other,tatoeba:ces
To staré laso je nalevo.,other,tatoeba:ces
Ten starý traper žil v Kalifornii.,other,tatoeba:ces
Calamity Jane žila v Kalifornii.,other,tatoeba:ces
Fremont a Sutter žili v Kalifornii.,other,tatoeba:ces
Kdo je pan Bush?,other,tatoeba:ces
Pan Bush je prezident.,other,tatoeba:ces
Dobrý den. Jmenuji se John Reindle. Pracuji na americkém velvyslanectví v Praze.,other,tatoeba:ces
Kde jste se naučil tak dobře česky?,other,tatoeba:ces
Československo mám hodně rád.,other,tatoeba:ces
Praha je moc krásná.,other,tatoeba:ces
"Promiňte, jsem cizinec a neumím moc česky.",other,tatoeba:ces
Ale já vám rozumím docela dobře.,other,tatoeba:ces
"Jak dlouho jste v Československu, pane Reindle?",other,tatoeba:ces
Dobrý den. Já jsem Jarmila Kučerová. Ráda vás poznávám.,other,tatoeba:ces
"Moment prosím, tohle je moje žena, hned vám ji představím. Jarmilo, to je pan Reindle z amerického velvyslanectví.",other,tatoeba:ces
"Dobré odpoledne. Vy jste náš nový soused, pokud se nemýlím?",other,tatoeba:ces
Já jsem cizinec a neumím moc česky. Mluvte prosím pomalu.,other,tatoeba:ces
Cizinec? A odkud jste?,other,tatoeba:ces
Já jsem Josef Patočka a pracuji na Ministerstvu zahraničí.,other,tatoeba:ces
"Když budete cokoli potřebovat, klidně na mě zazvoňte. Rád vám pomůžu.",other,tatoeba:ces
Já nejsem Češka.,other,tatoeba:ces
Vy jste náš nový soused.,other,tatoeba:ces
Kdo je tam?,other,tatoeba:ces
Tam je soused Patočka.,other,tatoeba:ces
Toto je americké velvyslanectví.,other,tatoeba:ces
"Půjdete rovně, pak druhou ulicí doleva a hned zase doprava. To bude Karlova ulice a pak půjdete pořád rovně přes Karlův most do Mostecké ulice a na Malostranské náměstí.",other,tatoeba:ces
"Teď jste na Starém Městě, tak to budete mít asi nejlepší pěšky přes Karlův most a pak Mosteckou na Malostranské naměstí.",other,tatoeba:ces
"Dobré odpoledne. Promiňte, hledám Loretu.",other,tatoeba:ces
"Dobře, já se ještě zeptám.",other,tatoeba:ces
"Moment, prosím. Rovně a pak doprava, ano?",other,tatoeba:ces
Tak rovně a pak doprava a pak?,other,tatoeba:ces
Jak je to daleko do Brna?,other,tatoeba:ces
Kam vede tahle ulice?,other,tatoeba:ces
Jdu tudy dobře na nádraží?,other,tatoeba:ces
Je to ještě daleko?,other,tatoeba:ces
Kde jsem teď?,other,tatoeba:ces
Musíte se vrátit.,other,tatoeba:ces
Asi jsem se ztratil.,other,tatoeba:ces
Půjdete druhou ulicí.,other,tatoeba:ces
Fakt to za to stojí.,other,tatoeba:ces
Ukažte mi to na mapě.,other,tatoeba:ces
Tady mám mapu.,other,tatoeba:ces
Dělám na velvyslanectví.,other,tatoeba:ces
Udělám domácí úkol.,other,tatoeba:ces
Budu dělat domácí úkol.,other,tatoeba:ces
Pokud budete něco potřebovat.,other,tatoeba:ces
To budete mít nejlepší.,other,tatoeba:ces
To bude Karlova ulice.,other,tatoeba:ces
Profesor učí český jazyk.,other,tatoeba:ces
Učím se česky.,other,tatoeba:ces
Půjčím si pero.,other,tatoeba:ces
Půjčím vám pero.,other,tatoeba:ces
"""ODOL — neodoláš!""",other,tatoeba:ces
"Mám ó bože ó velký pamatovat si takový cifer řad, velký slovutný Archimedes, pomáhej trápenému, dej mu moc, nazpaměť nechť odříká ty slavné sice, ale tak protivné nám, ah, číslice Ludolfovy!",other,tatoeba:ces
Nesmíme usnout na vavřínech!,other,tatoeba:ces
Sedí vedle svého bratra.,other,tatoeba:ces
"Kde domov můj? Kde domov můj? Voda hučí po lučinách, bory šumí po skalinách, v sadě skví se jara květ, zemský ráj to na pohled! A to jest ta krásná země, země česká, domov můj, země česká, domov můj!",other,tatoeba:ces
Cítil jsem se špatně.,other,tatoeba:ces
Já chci umřít s Getter Jaani.,other,tatoeba:ces
Tady je můj e-mail.,other,tatoeba:ces
Na západní frontě klid.,other,tatoeba:ces
To je dobrá otázka.,other,tatoeba:ces
To se teprve pozná.,other,tatoeba:ces
Existuje mnoho starých indiánských legend.,other,tatoeba:ces
Kolik je hodin?,other,tatoeba:ces
"Mlynář se ještě jínak zkoušel zbavit Janka, ať činil co činil, na Janka nevyzrál.",other,tatoeba:ces
Nebude to tak dlouho trvat.,other,tatoeba:ces
Vůbec nemám hlad.,other,tatoeba:ces
Můžu tady fotit?,other,tatoeba:ces
Na počátku stvořil Bůh nebe a zemi.,other,tatoeba:ces
Kolik je druhá odmocnina ze 100?,other,tatoeba:ces
Je mi 18 let.,other,tatoeba:ces
Vykuř mi ptáka!,other,tatoeba:ces
Znám jeho rodinu.,other,tatoeba:ces
Hned jsem zpátky.,other,tatoeba:ces
Takhle nemůžu žít.,other,tatoeba:ces
"Většina lidí si myslí, že jsem blázen.",other,tatoeba:ces
Kope do mě.,other,tatoeba:ces
Jseš si jistý?,other,tatoeba:ces
Jsem tak tlustá.,other,tatoeba:ces
Jak dlouho jsi zůstala?,other,tatoeba:ces
To není podstatné.,other,tatoeba:ces
Svět je blázinec.,other,tatoeba:ces
Jmenuji se Jack.,other,tatoeba:ces
Měl bys spát.,other,tatoeba:ces
Měla bys spát.,other,tatoeba:ces
Ach! Rozbil se mi počítač.,other,tatoeba:ces
Jdi do prdele!,other,tatoeba:ces
Pacient leží v posteli.,other,tatoeba:ces
Zlomil jsem si ruku.,other,tatoeba:ces
Kolik vás je?,other,tatoeba:ces
Chcete se se mnou vyspat?,other,tatoeba:ces
Zavři ty zkurvený dveře!,other,tatoeba:ces
Celou noc šukali.,other,tatoeba:ces
Chodíš sem často?,other,tatoeba:ces
Můžete mi to vysvětlit?,other,tatoeba:ces
Jak jsme daleko?,other,tatoeba:ces
Líbilo se ti?,other,tatoeba:ces
Tys zabil mého otce.,other,tatoeba:ces
Proč jsi mě opustil?,other,tatoeba:ces
Zvládli jsme to!,other,tatoeba:ces
Zachránil jsi mi život.,other,tatoeba:ces
Dáme si páku?,other,tatoeba:ces
Jseš její pasák?,other,tatoeba:ces
Byla jsem na nemocenské.,other,tatoeba:ces
Byl jsem na nemocenské.,other,tatoeba:ces
Zabil jsi mi matku.,other,tatoeba:ces
Vy jste rasista.,other,tatoeba:ces
Musím jít na oslavu?,other,tatoeba:ces
Jsem hezčí než ty.,other,tatoeba:ces
Narodil jsem se v Americe.,other,tatoeba:ces
Jsem do tebe zamilovaná.,other,tatoeba:ces
Vypadá to zajímavě.,other,tatoeba:ces
Ez nem lep meg.,other,tatoeba:hun
"Minden emberi lény szabadon születik és egyenlő méltósága és joga van. Az emberek, ésszel és lelkiismerettel bírván, egymással szemben testvéri szellemben kell hogy viseltessenek.",other,tatoeba:hun
Ez tényleg szörnyű.,other,tatoeba:hun
Vettem egy táskát.,other,tatoeba:hun
Van nálad egy ceruza?,other,tatoeba:hun
"Ha ő jön, én is megyek.",other,tatoeba:hun
Ne állj mindig az ő oldalára!,other,tatoeba:hun
Hét fia van.,other,tatoeba:hun
Ön nincs bejelentkezve.,other,tatoeba:hun
Fel a fejjel!,other,tatoeba:hun
Egy jó szótárat akarok.,other,tatoeba:hun
Nem akarok iskolába menni.,other,tatoeba:hun
Egyszer teszek az életemben jó dolgot... és teljesen hiába.,other,tatoeba:hun
Nem beszélek japánul.,other,tatoeba:hun
Mennem kell aludni.,other,tatoeba:hun
Jim még mindig nem jött meg?,other,tatoeba:hun
"Boldog születésnapot, Muiriel!",other,tatoeba:hun
Muiriel húsz éves.,other,tatoeba:hun
A jelszó: Muiriel.,other,tatoeba:hun
Nem találok rá szavakat.,other,tatoeba:hun
Ez egy mostani fénykép?,other,tatoeba:hun
"Nem tudom, hogy tudok-e időt szakítani rá.",other,tatoeba:hun
A hegyekben jártam.,other,tatoeba:hun
"Holnapra hazaérek, és felhívom őket.",other,tatoeba:hun
Nem tudok így élni.,other,tatoeba:hun
"Sajnálatos, de igaz.",other,tatoeba:hun
Biztos vagy benne?,other,tatoeba:hun
Ezt most viccnek szántad?,other,tatoeba:hun
Ekkora butaságot még életemben nem mondtam.,other,tatoeba:hun
"Egy, kettő, három, négy, öt, hat, hét, nyolc, kilenc, tíz.",other,tatoeba:hun
A beteg ágyban fekszik.,other,tatoeba:hun
Finom ez a sütemény.,other,tatoeba:hun
Ki vagy te?,other,tatoeba:hun
Olaszország nagyon szép ország.,other,tatoeba:hun
Ma nagyon meleg van.,other,tatoeba:hun
Fáj a fejem.,other,tatoeba:hun
Esik az eső.,other,tatoeba:hun
- Köszönöm. - Nincs mit.,other,tatoeba:hun
Hol van a klozett?,other,tatoeba:hun
Ezek az emberek.,other,tatoeba:hun
- Köszönöm. - Szívesen.,other,tatoeba:hun
Beszél ön japánul?,other,tatoeba:hun
"Jöttem, láttam, győztem.",other,tatoeba:hun
"Az, aki nemrég még azt hitte, hogy irányít, mozdulatlan fekszik egy faládában; s a hátramaradók, belátván, hogy hasznát többé nem vehetik, elégetik a kemencében.",other,tatoeba:hun
"Lengyel, magyar – két jó barát, együtt harcol, s issza borát.",other,tatoeba:hun
"Ha megmondta volna nekem az igazat, most nem lennék ideges.",other,tatoeba:hun
A rendőrségnek sikerült megtalálni a bűnözőt.,other,tatoeba:hun
A gyermekek lecsúsztak a padról.,other,tatoeba:hun
A lány segített apjának a kerti munkában.,other,tatoeba:hun
"Tudod-e, ki fedezte fel a távírót?",other,tatoeba:hun
A háború alatt Amerika megpróbálta megállítani az Angliával folytatott kereskedelmet.,other,tatoeba:hun
Aludni kell mennem.,other,tatoeba:hun
"Ma van június 18, Muiriel születésnapja!",other,tatoeba:hun
Megédesítjük a teánkat.,other,tatoeba:hun
Itt várom meg a nővéremet.,other,tatoeba:hun
Ez egy nem várt dolog.,other,tatoeba:hun
Ennek soha sem lesz vége.,other,tatoeba:hun
"Nem tudom, hogy mit is mondjak.",other,tatoeba:hun
Ez egy gonosz nyúl volt.,other,tatoeba:hun
Valamiért nem működött a mikrofon.,other,tatoeba:hun
Magunknak kell mindent megtanulni.,other,tatoeba:hun
Az oktatás ezen a világon kiábrándít engem.,other,tatoeba:hun
"Nehéz választani a jó és rossz között, de a dolgunkat tennünk kell.",other,tatoeba:hun
Ez nem változtat semmit.,other,tatoeba:hun
Ez 30 euróba kerül.,other,tatoeba:hun
Naponta 100 eurót keresek.,other,tatoeba:hun
"Lehet, hogy hamarosan feladom, inkább szunyókálok egyet.",other,tatoeba:hun
Az eszperantóul beszélő emberek elvileg mindig legalább kétnyelvűek.,other,tatoeba:hun
Ez nem fog megtörténni.,other,tatoeba:hun
"Megteszek mindent, hogy ne zavarjalak a tanulásban.",other,tatoeba:hun
Egyre inkább kedvelem a rejtélyes személyiségeket.,other,tatoeba:hun
"Azt mondtam nekik, hogy küldjenek másik jegyet.",other,tatoeba:hun
"Nem tudom, mikor ment férjhez.",other,tatoeba:hun
Valaki ellopta az utazási csekkjeimet.,other,tatoeba:hun
Valamikor asztrofizikus akartam lenni.,other,tatoeba:hun
Sohasem kedveltem a biológiát.,other,tatoeba:hun
"A legtöbb ember azt hiszi, hogy őrült vagyok.",other,tatoeba:hun
"Nem, nem én vagyok, hanem te!",other,tatoeba:hun
Ez az én válaszom!,other,tatoeba:hun
Van itt egy probléma...,other,tatoeba:hun
"Ó, itt van egy pillangó!",other,tatoeba:hun
Ha ilyen lehetnék...,other,tatoeba:hun
"Ha olyan lehetnék, mint...",other,tatoeba:hun
"Ha nagy leszek, király akarok lenni.",other,tatoeba:hun
Olyan kövér vagyok.,other,tatoeba:hun
"Azért, mert lány vagy.",other,tatoeba:hun
"Lehetnék boldogtalan, de nem lennék öngyilkos.",other,tatoeba:hun
"Nem tudtam, honnan jött.",other,tatoeba:hun
Ez nem fontos.,other,tatoeba:hun
Hol van itt probléma?,other,tatoeba:hun
"Ne tekints rám többé úgy, mint egy „normális” személyre!",other,tatoeba:hun
"Amit feltaláltak, mind igaz.",other,tatoeba:hun
"Meglepődni, csodálkozni, - ez a megértés kezdete.",other,tatoeba:hun
A világegyetem kétségtelenül végtelen.,other,tatoeba:hun
A tökéletessége csak egy hibán múlt.,other,tatoeba:hun
A hajó tegnap áthaladt az Egyenlítőn.,other,tatoeba:hun
"És mégis, az ellenkezője is mindig igaz.",other,tatoeba:hun
"Nem úgy látjuk a dolgokat, mint amilyenek, hanem úgy, amilyenek mi vagyunk.",other,tatoeba:hun
A világ egy őrültek háza.,other,tatoeba:hun
A nevem Jack.,other,tatoeba:hun
A szerelem sohasem pazarlás.,other,tatoeba:hun
Tegyük ismertté az eszperantót!,other,tatoeba:hun
"Zamenhof, a tervezett eszperantó nyelv kezdeményezője, szemorvos volt.",other,tatoeba:hun
Az eszperantóban a hangsúly mindig az utolsó előtti szótagra esik.,other,tatoeba:hun
Mióta tanulsz eszperantóul?,other,tatoeba:hun
"Az eszperantó szövegeket fonetikusan írjuk, 28 betűből álló ábécével.",other,tatoeba:hun
"Az eszperantó nélkül biztosan nem tudtam volna egy pekingi családnál étkezni, Lengyelországban a barátommal síelni, Belgrádban a barátnőmnél lakni.",other,tatoeba:hun
Elkezdtem eszperantóul tanulni.,other,tatoeba:hun
"Az eszperantó egy tervezett, nemzetközi nyelv.",other,tatoeba:hun
Az eszperantóban a melléknév a-val végződik. A többes számot j-vel képezzük.,other,tatoeba:hun
"Zamenhof, a tervezett eszperantó nyelv megalkotója, szemorvos volt.",other,tatoeba:hun
"Az élet az, ami megtörténik veled, miközben más tervekkel foglalkozol.",other,tatoeba:hun
"Nem kevesebbet, mint száz dollárt fizettem ezért a tollért.",other,tatoeba:hun
"Nem kívánni ugyanaz, mint birtokolni.",other,tatoeba:hun
Boldog karácsonyi ünnepeket!,other,tatoeba:hun
Róma sem egy nap alatt épült fel.,other,tatoeba:hun
Melyik országból jöttél?,other,tatoeba:hun
"A tanulást nem kényszeríteni, hanem bátorítani kell.",other,tatoeba:hun
"Lehet, hogy nemsokára feladom, inkább szunyókálok egyet.",other,tatoeba:hun
"Ez azért van, mert nem akarsz egyedül lenni.",other,tatoeba:hun
Néha különös fiúnak látszik.,other,tatoeba:hun
"Csak kérdezem magamban, hogy ez mindenki másnak ugyanaz-e.",other,tatoeba:hun
"Feltételezem, hogy ez a dolog másnak tűnik, ha sokáig gondolkodol rajta.",other,tatoeba:hun
Olyan türelmetlen vagy velem.,other,tatoeba:hun
"Az utolsó személy, akinek elmondtam az ötletemet, őrültnek tartott.",other,tatoeba:hun
"Ha a világ nem olyan lenne, mint most, akkor mindenkiben bízhatnék.",other,tatoeba:hun
"Túlságosan elfoglaltak az egymás elleni küzdelemmel ahhoz, hogy közös eszméknek szenteljék magukat.",other,tatoeba:hun
Valamiért éjjel élénkebbnek érzem magam.,other,tatoeba:hun
Ez a szövegkörnyezettől függ.,other,tatoeba:hun
Ez a konteksztustól függ.,other,tatoeba:hun
"Nem szánalmas, hanem közkedvelt akarok lenni!!",other,tatoeba:hun
"Csodálatos dolog Amerikában lenni, ha azért vagy itt, hogy pénzt keressél.",other,tatoeba:hun
Földrengés bármikor előfordulhat.,other,tatoeba:hun
"Nem vagyok igazi hal, csupán csak egy plüss.",other,tatoeba:hun
Csak úgy mondom!,other,tatoeba:hun
"Valószínűleg ez volt az, ami befolyásolta döntésüket.",other,tatoeba:hun
"Mindig érdekelt, milyen volna, ha lennének testvéreim.",other,tatoeba:hun
Ezt mondtam volna.,other,tatoeba:hun
Sokáig tartana mindent megmagyarázni.,other,tatoeba:hun
"Néha nem tudom elkerülni, hogy érzelmeimet kimutassam.",other,tatoeba:hun
"Van egy szó, mely helyett szeretnék másikat találni.",other,tatoeba:hun
"Ez olyasmi lenne, amit be kellene programoznom.",other,tatoeba:hun
"Nincs szándékomban, hogy önző legyek.",other,tatoeba:hun
"Gondoljunk a legrosszabbra, ami megtörténhet.",other,tatoeba:hun
Hány közeli barátod van?,other,tatoeba:hun
"Talán antiszociális vagyok, de ez nem jelenti azt, hogy nem beszélek az emberekkel.",other,tatoeba:hun
Ez mindig így volt.,other,tatoeba:hun
"Azt hiszem, az a legjobb, ha nem vagyunk udvariatlanok.",other,tatoeba:hun
Mindig lehet időnk.,other,tatoeba:hun
Rögtön el kell kezdened.,other,tatoeba:hun
Nem kellett volna ilyesmit tenned.,other,tatoeba:hun
Fél pohár sör után látott evéshez.,other,tatoeba:hun
Fáj a hátsó felem.,other,tatoeba:hun
Hol van a tejes tea?,other,tatoeba:hun
Jó hírt hoztunk.,other,tatoeba:hun
Soha sem álmodtam ilyen csendes helyről ebben a zajos városban.,other,tatoeba:hun
"Amikor gimnáziumba jártam, minden reggel hatkor keltem.",other,tatoeba:hun
"Amikor felébredtem, szomorú voltam.",other,tatoeba:hun
Ez végül többé-kevésbé magyarázatot nyert.,other,tatoeba:hun
"Azt gondoltam, hogy szívesen tanulnál új dolgokat.",other,tatoeba:hun
A legtöbb ember a mindennapi életéről ír.,other,tatoeba:hun
"Trang, ha küldhetnék neked egy kis édességet, megtenném.",other,tatoeba:hun
"Hogy ezt megtedd, kockázatot kell vállalnod.",other,tatoeba:hun
"Minden magányos ember azért van egyedül, mert fél másoktól.",other,tatoeba:hun
Nem vagyok művész. Nem volt ehhez tehetségem.,other,tatoeba:hun
Ezt most nem tudom neki elmondani. A dolog már nem olyan egyszerű.,other,tatoeba:hun
"Ember vagyok, sok hibával, de ezek a hibák könnyen javíthatók.",other,tatoeba:hun
"Mindig, amikor egy nekem tetsző dolgot találok, az túl drága.",other,tatoeba:hun
Talán ez az ő számára pontosan ugyanaz lesz.,other,tatoeba:hun
Az ártatlanság szép dolog.,other,tatoeba:hun
Az embert nem teremtették örök életűnek.,other,tatoeba:hun
"Nem akarom elveszíteni eszméimet még akkor sem, ha közöttük túlzók is vannak.",other,tatoeba:hun
"Azt hiszem, hogy van erről egy elméletem.",other,tatoeba:hun
Terjesszük az eszperantót!,other,tatoeba:hun
Ő a legjobb barátom.,other,tatoeba:hun
Alig hallom őt.,other,tatoeba:hun
Ne kötelezd el magadat!,other,tatoeba:hun
Engedelmeskedned kell szüleidnek.,other,tatoeba:hun
"Túl későn vettem észre, hogy kihagytam előadásom legfontosabb részét.",other,tatoeba:hun
Alig hallom a hölgyet.,other,tatoeba:hun
Otthon levelet írtam a szüleimnek.,other,tatoeba:hun
Levelet írtam otthon lévő szüleimnek.,other,tatoeba:hun
"Egész reggel ezen a problémán töröd a fejedet. Tarts szünetet, menj ebédelni.",other,tatoeba:hun
"Ha most nem teszem meg, akkor soha.",other,tatoeba:hun
"Nem minden, amit a szemünkkel látunk, kell, hogy igaz legyen.",other,tatoeba:hun
Akarsz neki üzenetet hagyni?,other,tatoeba:hun
A háború nem elkerülhetetlen.,other,tatoeba:hun
"Állj fel, amikor hozzád beszélek!",other,tatoeba:hun
"Láttam, mikor bement a szobába.",other,tatoeba:hun
Kezdődik a film.,other,tatoeba:hun
"A film olyan unalmas volt, hogy a nézők egymás után távoztak.",other,tatoeba:hun
Mikor van a nyitvatartási idő?,other,tatoeba:hun
Délelőtt 10-től este 7-ig vagyunk nyitva.,other,tatoeba:hun
Beszéltem az eladóinkkal.,other,tatoeba:hun
Ez a legnagyobb szálloda ebben a városban.,other,tatoeba:hun
Száz szál piros rózsát küldenék tenéked.,other,tatoeba:hun
Több üzletben is kérdeztem ezt a könyvet.,other,tatoeba:hun
Ez az ő CD-je.,other,tatoeba:hun
Sikerült megérteni egymást.,other,tatoeba:hun
Innen csak néhány lépés.,other,tatoeba:hun
Ugye Smith úr nem beszél angolul?,other,tatoeba:hun
A kerékpár csikorgott és megállt.,other,tatoeba:hun
A motorkerékpárok olcsók.,other,tatoeba:hun
"Ne feledd, hogy holnap reggel találkozunk.",other,tatoeba:hun
Hirtelen halott anyámra gondoltam.,other,tatoeba:hun
Ezt látnod kellene!,other,tatoeba:hun
"Ha elmondta volna az igazat, most nem haragudnék.",other,tatoeba:hun
Ez kíváncsivá tesz.,other,tatoeba:hun
"Azt akarod mondani, hogy szándékosan elrejted szépségedet?",other,tatoeba:hun
Nem jelentkeztem be ezeken a fórumokon.,other,tatoeba:hun
"Ha valaki megkérdezné, hogy mi a történet csattanója, én bizony nem tudom.",other,tatoeba:hun
"Azt hiszem, hogy veled való együttélésem befolyásolta életmódodat.",other,tatoeba:hun
Ez nem tetszett nekem.,other,tatoeba:hun
"Azt kérdezi, ez hogyan lehetséges.",other,tatoeba:hun
Te egyszerűen elfutsz az élet problémái elől.,other,tatoeba:hun
"Ha a dal szövegét figyeled, az valójában nem sokat jelent.",other,tatoeba:hun
"Van itt egy probléma, amit nem látsz.",other,tatoeba:hun
Ezt meg tudod tenni!,other,tatoeba:hun
"A fizikatanáromnak mindegy, hogy járok-e az órákra.",other,tatoeba:hun
"Szeretném, ha elmehetnék Japánba.",other,tatoeba:hun
Nem szeretem a tömeget.,other,tatoeba:hun
Le kell feküdnöm.,other,tatoeba:hun
A játék sokakat lelkesített.,other,tatoeba:hun
"Miután elmentem, eszembe jutott, hogy náluk felejtettem a hátizsákomat.",other,tatoeba:hun
Ma már nem kérdezlek többet.,other,tatoeba:hun
A jövő héten talán fagyni fog.,other,tatoeba:hun
"Télapónak öltözött, hogy tetsszék a gyermekeinek.",other,tatoeba:hun
"Van egy barátom, aki Angliában él.",other,tatoeba:hun
"Melyik ér többet, az idő vagy a pénz?",other,tatoeba:hun
A kísérlet igazolta az elméletét.,other,tatoeba:hun
Nem akarok olyan soká várni.,other,tatoeba:hun
"Mennél rosszabb, annál jobb.",other,tatoeba:hun
Szeretem a természetet.,other,tatoeba:hun
Egy millió dolláros kárpótlást kapott.,other,tatoeba:hun
Három évig éltem Sasayamában.,other,tatoeba:hun
Európában Elbrusz a legmagasabb hegy.,other,tatoeba:hun
Ön írta ezt a riportot?,other,tatoeba:hun
"Bár bocsánatot kért, én még mindig dühös vagyok.",other,tatoeba:hun
"A rendőrség rá fog venni benneteket, hogy megtaláljátok a golyókat.",other,tatoeba:hun
"Köszönöm, hogy végre megmagyarázta, miért tartanak engem az emberek idiótának.",other,tatoeba:hun
Nem volt szándékomban.,other,tatoeba:hun
Köszönöm a magyarázatát.,other,tatoeba:hun
Elméletileg matematikával foglalkozom.,other,tatoeba:hun
"Ha nem így ismertél, akkor egyáltalán nem ismertél.",other,tatoeba:hun
"Majdnem megijesztett, hogy egész nap nem láttalak az interneten.",other,tatoeba:hun
"Nem tudom, mi a véleményed.",other,tatoeba:hun
"Kell, hogy a számítógépem jó legyen valamire.",other,tatoeba:hun
A szabadságról akartál velem beszélni?,other,tatoeba:hun
"Ó, ez most tényleg zavaros...",other,tatoeba:hun
"Ha meg akarnálak ijeszteni, elmesélném neked, hogy mit álmodtam néhány héttel ezelőtt.",other,tatoeba:hun
Nem lehet mindent az iskoláktól várni.,other,tatoeba:hun
"Sok szó van, amit nem értek.",other,tatoeba:hun
"Nem szeretem, amikor a matematikusok, akik nálam jóval többet tudnak, nem tudják pontosan kifejezni magukat.",other,tatoeba:hun
Tényleg nem vagy ostoba.,other,tatoeba:hun
Egy buta kérdést kell neked feltennem.,other,tatoeba:hun
"Nem tudom, hogyan bizonyítsam, hiszen teljesen nyilvánvaló.",other,tatoeba:hun
A főnöknek jó véleménye van a munkádról.,other,tatoeba:hun
A kertet magas fal vette körül.,other,tatoeba:hun
Hírnevet kell szereznünk.,other,tatoeba:hun
El fogom fogadni a javaslatodat.,other,tatoeba:hun
Ne érintsd az üveget.,other,tatoeba:hun
Előzetes tapasztalatai után érdeklődtek.,other,tatoeba:hun
Tevékenységünknek a probléma megoldását kell céloznia.,other,tatoeba:hun
Még korai erről beszélni.,other,tatoeba:hun
"Nem is tudom, mikor megyek vissza.",other,tatoeba:hun
Ennek a cipőnek már kampec.,other,tatoeba:hun
Ki az a férfi?,other,tatoeba:hun
Pénzügyileg a feleségétől függ.,other,tatoeba:hun
"Ha így van, akkor nincs is itt semmi probléma, úgy-e?",other,tatoeba:hun
Nagyon szeretne balerina lenni.,other,tatoeba:hun
"Egyáltalán nem probléma, igaz?",other,tatoeba:hun
"Csukd be a szemedet, és számolj tízig.",other,tatoeba:hun
A váza a padlóra esett és eltört.,other,tatoeba:hun
A nagybátyám Londonban él.,other,tatoeba:hun
A férfit az egész faluban jól ismerik.,other,tatoeba:hun
"Addig üsd a vasat, amíg meleg.",other,tatoeba:hun
Kellemes hangja van.,other,tatoeba:hun
Ne hagyd bekapcsolva a televíziót!,other,tatoeba:hun
Mondhatjuk másképp is?,other,tatoeba:hun
Kifejezhetjük másképp is?,other,tatoeba:hun
Senki sem fogja tudni.,other,tatoeba:hun
"Találtam egy megoldást, de olyan gyorsan, hogy az nem is lehet az igazi.",other,tatoeba:hun
Ez érdekesnek tűnik nekem.,other,tatoeba:hun
Szeretem a gyertyafényt.,other,tatoeba:hun
"Nem, ő nem az új barátom.",other,tatoeba:hun
"Kár, hogy nem kell lefogynom.",other,tatoeba:hun
"Akkor inkább sodoku-t játszom, ahelyett, hogy tovább zavarjalak.",other,tatoeba:hun
"Ez nem nagy meglepetés, ugye?",other,tatoeba:hun
Már nem szeretlek.,other,tatoeba:hun
Miért nem jössz meglátogatni bennünket?,other,tatoeba:hun
"Már nem tudom, hogy mit tegyek.",other,tatoeba:hun
"Elkerülhetetlen, hogy valamelyik napon Franciaországba menjek, csak azt nem tudom, hogy mikor.",other,tatoeba:hun
Gyűlölöm a kémiát.,other,tatoeba:hun
"Nem akartam, hogy ez történjen.",other,tatoeba:hun
Van más választásom?,other,tatoeba:hun
"Mielőtt felocsúdol, benne leszel az újságban.",other,tatoeba:hun
Nem vagyok nagy utazó.,other,tatoeba:hun
Nincs jobb tennivalóm.,other,tatoeba:hun
El sem tudom magyarázni.,other,tatoeba:hun
"Ez csak azt mutatja, hogy nem vagy egy robot.",other,tatoeba:hun
Hogyan lehetnék robot? A robotok nem álmodnak.,other,tatoeba:hun
- Erre sohasem gondoltam - mondta az öregember. - Mit tegyünk?,other,tatoeba:hun
"Ez nem olyan dolog, amit bárki meg tud tenni.",other,tatoeba:hun
Ő nem figyel a tanárra.,other,tatoeba:hun
"Ő intelligensebb, mint a többiek.",other,tatoeba:hun
Angliát megszállták a dánok.,other,tatoeba:hun
Jártál már külföldön?,other,tatoeba:hun
"Állj fel, ha hozzád beszélek!",other,tatoeba:hun
Te egy angyal vagy!,other,tatoeba:hun
A madridiak őrültek.,other,tatoeba:hun
"Jól van, az éjszaka elég hosszú, ugye?",other,tatoeba:hun
"Álljatok fel, ha hozzátok beszélek!",other,tatoeba:hun
"Szerencséd volt, hogy nem harapott meg.",other,tatoeba:hun
"Álljon fel, ha magához beszélek!",other,tatoeba:hun
"Álljanak fel, ha magukhoz beszélek!",other,tatoeba:hun
"Nem tudom, hogy még megvan-e.",other,tatoeba:hun
"Mit gondolsz, mit csináltam éppen?",other,tatoeba:hun
Ne becsüld alá az erőmet.,other,tatoeba:hun
Anyám nem beszél nagyon jól angolul.,other,tatoeba:hun
Nem beszélek elég jól franciául!,other,tatoeba:hun
Hol találsz táplálékot a világűrben?,other,tatoeba:hun
"Mindenki találkozni akar veled, híres vagy!",other,tatoeba:hun
"Miért sajnálsz valamit, amit nem tettél meg?",other,tatoeba:hun
Mélységesen utálom a formális írást!,other,tatoeba:hun
